"","LIB","Sample","PInumber","ISnum","WASAP","PlantName","Population","DuplicateLIBdecision","FilterMissing","Proportion.Missing","Proportion.Heterozygous","InbreedCoefficent","Kmeans_cluster","Germplasm","BotanicalType","CountryOrigin","Region","lat","lon","Elevation","Latitude"
"1010","INJZ","PI152828_U.T.23","PI152828",NA,NA,"U.T. 23","BAP",NA,NA,0.08365882285,0.01159640081,0.977901,19,NA,NA,"Democratic Republic of the Congo",NA,NA,NA,NA,NA
"1011","INKA","PI152860_MERASI","PI152860",NA,NA,"MERASI","BAP",NA,NA,0.1042386546,0.01757207009,1.101744,5,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1012","INKB","PI152862_KULUM_BROWN","PI152862",NA,NA,"KULUM BROWN","BAP",NA,NA,0.1011235444,0.01861582698,1.107055,5,NA,NA,"Kordofan,Sudan",NA,NA,NA,NA,NA
"1013","INKC","PI152923_Duro_El_Jack","PI152923",NA,NA,"Duro El Jack","BAP",NA,NA,0.1027545716,0.01624793828,1.021473,5,NA,NA,"Kordofan,Sudan",NA,NA,NA,NA,NA
"1014","INKD","PI152961_MALNAL","PI152961",NA,NA,"MALNAL","BAP",NA,NA,0.1050133349,0.01853759969,1.093183,5,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1015","ISKP","PI152963","PI152963",NA,NA,"Thok (B)","BAP",NA,NA,0.114079918,0.01972520375,1.140326,19,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1016","INKE","PI152965_TADA","PI152965",NA,NA,"TADA","BAP",NA,NA,0.1026772865,0.01645251164,1.02395,5,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1017","INKF","PI152966_Ayuak","PI152966",NA,NA,"Ayuak","BAP",NA,NA,0.09269606705,0.01605289618,1.037359,5,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1018","IDYU","PI152967","PI152967",NA,NA,"WERAKAN","BAP",NA,NA,0.1135409473,0.014277117,1.001125,5,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1019","IFMG","PI152971","PI152971",NA,NA,"AWANLEK","BAP",NA,NA,0.1006568949,0.01733018611,1.024799,5,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1020","IFGF","PI153877","PI153877",NA,NA,"MUEMBE","BAP",NA,NA,0.1102533254,0.01975219667,1.200155,7,NA,"Guinea","Kenya",NA,NA,NA,NA,NA
"1021","ISKW","PI154750","PI154750",NA,NA,"Serere","BAP",NA,NA,0.10342798,0.01689125878,1.08696,1,NA,NA,"Uganda",NA,NA,NA,NA,NA
"1022","ISLC","PI154844","PI154844",NA,NA,"GRASSL","GatesRef",NA,NA,0.09625689017,0.01587641109,1.075038,14,NA,"Caudatum","Uganda",NA,NA,NA,NA,NA
"1023","IFKN","PI154846","PI154846",NA,NA,"KABIRI","BAP",NA,NA,0.1113090271,0.01876081953,1.183703,1,NA,NA,"Uganda",NA,NA,NA,NA,NA
"1024","IDWG","PI154944","PI154944",NA,NA,"L31 Emiroit","BAP",NA,NA,0.1517318623,0.01196047437,0.936917,5,NA,NA,"Uganda",NA,NA,NA,NA,NA
"1025","IFMN","PI154987","PI154987",NA,NA,"S. A. 1","JGI_Ref",NA,NA,0.1019161664,0.01658464947,1.039257,5,NA,NA,"Eswatini",NA,NA,NA,NA,NA
"1026","IFLC","PI154988","PI154988",NA,NA,"S. A. 2","BAP",NA,NA,0.08425807981,0.0136389127,1.156738,16,NA,NA,"Eswatini",NA,NA,NA,NA,NA
"1027","INKH","PI155149_Dhurra_No.7","PI155149",NA,NA,"Dhurra No. 7","BAP",NA,NA,0.1198304832,0.01895710468,1.212043,2,NA,NA,"Yemen",NA,NA,NA,NA,NA
"1028","ISLI","PI155516","PI155516",NA,NA,"MASAKA","BAP",NA,NA,0.1006542328,0.02135241555,1.165966,1,NA,NA,"Zambia",NA,NA,NA,NA,NA
"1029","IDWN","PI155760","PI155760",NA,NA,"Namuse","BAP",NA,NA,0.1504552592,0.01391082544,1.077575,7,NA,"Guinea-caudatum","Malawi",NA,NA,NA,NA,NA
"1030","IDWJ","PI155885","PI155885","IS12598",NA,"IS12598","BAP",NA,NA,0.1447782631,0.01314352664,0.966306,5,"Landrace",NA,"Tanzania",NA,NA,NA,NA,NA
"1031","IDWI","PI156018","PI156018",NA,NA,"MN 1615","BAP",NA,NA,0.1685440843,0.01377778946,1.15551,5,NA,"Bicolor","Democratic Republic of the Congo",NA,NA,NA,NA,NA
"1032","IFGA","PI156178","PI156178",NA,NA,"MN 2014","JGI_Ref",NA,NA,0.1150386182,0.01715053608,1.227443,7,NA,"Guinea","Malawi",NA,NA,NA,NA,NA
"1033","ISLP","PI156203","PI156203",NA,NA,"MN 2089","BAP",NA,NA,0.1049674686,0.01846238415,1.235512,7,NA,"Caudatum-bicolor","Malawi",NA,NA,NA,NA,NA
"1034","INKJ","PI156217_MN_2109","PI156217",NA,NA,"MN 2109","BAP",NA,NA,0.09120521778,0.01650934703,1.077133,7,NA,"Caudatum","Malawi",NA,NA,NA,1372,NA
"1035","ISLW","PI156268","PI156268",NA,NA,"CHEDOMBA","BAP",NA,NA,0.1244860526,0.02145904151,1.23829,2,NA,"Durra","Malawi",NA,NA,NA,NA,NA
"1036","INKK","PI156326_CHIMPAMBA","PI156326",NA,NA,"CHIMPAMBA","BAP",NA,NA,0.101749284,0.01715933241,1.217069,1,NA,"Caudatum","Zambia",NA,NA,NA,NA,NA
"1037","IFFQ","PI156330","PI156330",NA,NA,"KAPUPU","BAP",NA,NA,0.1036859572,0.02140663255,1.161573,1,NA,"Durra-caudatum","Zambia",NA,NA,NA,NA,NA
"1038","IFKS","PI156393","PI156393",NA,NA,"MN 2277","BAP",NA,NA,0.1038334282,0.0177262065,1.256237,1,NA,"Caudatum","Tanzania",NA,NA,NA,NA,NA
"1039","INKL","PI156463_Dobbs","PI156463",NA,NA,"Dobbs","BAP",NA,NA,0.09725216697,0.01572545769,1.018694,5,NA,"Caudatum","Tanzania",NA,NA,NA,NA,NA
"1040","IFKT","PI156487","PI156487",NA,NA,"MN 2363","BAP",NA,NA,0.1059830164,0.01933641087,1.278263,7,NA,"Guinea","Tanzania",NA,NA,NA,NA,NA
"1041","INKM","PI156871_Rutobo","PI156871",NA,NA,"Rutobo","BAP",NA,NA,0.1152554156,0.01682776858,1.217966,1,NA,"Caudatum","Democratic Republic of the Congo",NA,NA,NA,NA,NA
"1042","INKN","PI156890_Dura_Huria","PI156890",NA,NA,"Dura Huria","BAP",NA,NA,0.08689899775,0.01349769094,1.202478,16,NA,NA,"Democratic Republic of the Congo",NA,NA,NA,NA,NA
"1043","IDTY","PI157030","PI157030",NA,NA,"Andiwo III 57","BAP",NA,NA,0.1365371627,0.01603285981,1.033075,1,NA,"Caudatum","Kenya",NA,NA,NA,NA,NA
"1044","INKP","PI157033_Ifube_No.18","PI157033",NA,NA,"Ifube No. 18","BAP",NA,NA,0.09622142281,0.0161452452,1.021852,5,NA,"Caudatum","Kenya",NA,NA,NA,NA,NA
"1045","INKQ","PI157035_Nyagwang_No.56","PI157035",NA,NA,"Nyagwang No. 56","BAP",NA,NA,0.1008912179,0.01540996107,1.108637,14,NA,NA,"Kenya",NA,NA,NA,NA,NA
"1046","INKR","PI157804_Feterita_Abu_Derega","PI157804",NA,NA,"Feterita Abu Derega","BAP",NA,NA,0.1063635904,0.01565507643,1.001598,19,NA,NA,"Sudan",NA,NA,NA,NA,NA
"1047","INKT","PI170787_MN_2826","PI170787",NA,NA,"MN 2826","BAP",NA,NA,0.09063729633,0.01472203187,1.174878,16,NA,"Caudatum-bicolor","Turkey",NA,NA,NA,NA,NA
"1048","SAMEA12302762","PI17548","PI17548",NA,NA,"RED AMBER","SAP",NA,NA,0.1049741239,0.01476284769,1.254007,15,NA,NA,"New South Wales",NA,NA,NA,NA,NA
"1049","IFGB","PI176766","PI176766",NA,NA,"MN 2873","BAP",NA,NA,0.141095287,0.02499625322,1.543692,3,NA,NA,"Turkey",NA,NA,NA,NA,NA
"1050","IFFP","PI179749","PI179749",NA,NA,"Juar","BAP",NA,NA,0.1249297135,0.02251184031,1.20639,2,NA,"Durra","India",NA,NA,NA,NA,NA
"1051","INKU","PI180348_Juar","PI180348",NA,NA,"Juar","JGI_Ref",NA,NA,0.1235774892,0.02209862206,1.194138,2,NA,"Durra","India",NA,NA,NA,NA,NA
"1052","JHIC","IS12885","PI181079","IS12885",NA,"ACHO KODRI","Gates",NA,NA,0.1166197027,0.02224491541,1.173138,8,"Landrace",NA,"India",NA,NA,NA,NA,NA
"1053","INKW","PI181080_HONEY","PI181080",NA,NA,"HONEY SORGHUM","BAP",NA,NA,0.1186713189,0.01990077365,1.316638,5,NA,"Bicolor","India",NA,NA,NA,NA,NA
"1054","INKX","PI181083_KAMANDRI","PI181083",NA,NA,"KAMANDRI","BAP",NA,NA,0.1192635046,0.02090821861,1.235776,2,NA,"Durra-bicolor","India",NA,NA,NA,NA,NA
"1055","IFGW","PI185573","PI185573",NA,NA,"38","BAP",NA,NA,0.2418786886,0.02271879745,1.632553,12,NA,NA,"Transvaal",NA,NA,NA,NA,NA
"1056","INUZ","PI195754","PI195754",NA,NA,"KAOLIANG","BAP",NA,NA,0.080432125,0.01375652894,1.155229,16,NA,"Kafir-bicolor","China",NA,NA,NA,NA,NA
"1057","INKY","PI196049_IS_2131","PI196049","IS2131",NA,"IS2131","BAP",NA,NA,0.1262035435,0.02082125129,1.126685,18,"Breeding","Durra","United States,Ethiopia",NA,NA,NA,NA,NA
"1058","INKZ","PI196583_MN_3080","PI196583",NA,NA,"MN 3080","BAP",NA,NA,0.08046831335,0.01294071379,1.209597,16,NA,NA,"Taiwan",NA,NA,NA,NA,NA
"1059","INLA","PI196586_MN_3083","PI196586",NA,NA,"MN 3083","BAP",NA,NA,0.07251544418,0.01135263842,1.163711,16,NA,"Guinea-kafir","India",NA,NA,NA,NA,NA
"1060","INLB","PI196598_MN_3095","PI196598",NA,NA,"MN 3095","BAP",NA,NA,0.08132732228,0.01317205091,1.165418,16,NA,NA,"Taiwan",NA,NA,NA,NA,NA
"1061","IFGR","PI197542","PI197542",NA,NA,"SUCRE DROME","BAP",NA,NA,0.1286837075,0.02198249441,1.359131,15,NA,NA,"Algeria",NA,NA,NA,NA,NA
"1062","IFDU","PI19770","PI19770",NA,NA,"COLLIER","BAP",NA,NA,0.09722488012,0.01619725619,1.19784,16,NA,"Caudatum-bicolor","KwaZulu-Natal",NA,NA,NA,NA,NA
"1063","IFGY","PI213901","PI213901",NA,NA,"A-2791","BAP",NA,NA,0.1833710492,0.03078897617,1.785154,12,NA,NA,"Zimbabwe",NA,NA,NA,NA,NA
"1064","INWB","PI217680","PI217680",NA,NA,"AGYIN AD 11","Gates",NA,NA,0.0623335665,0.00989669982,1.12934,16,NA,"Kafir","Sudan",NA,NA,NA,NA,NA
"1065","IFGK","PI217691","PI217691",NA,NA,"NAGAD EL MUR","BAP",NA,NA,0.1033952579,0.01653215137,1.123039,5,NA,"Caudatum","Sudan",NA,NA,NA,NA,NA
"1066","INWC","PI221543","PI221543",NA,NA,"YAR BAURA","Gates",NA,NA,0.1233090853,0.02848680592,1.288667,3,NA,NA,"Nigeria",NA,NA,NA,NA,NA
"1067","INWE","PI221638","PI221638",NA,NA,"FARIN KWANO","Gates",NA,NA,0.1201339385,0.02228560526,1.225515,2,NA,NA,"Nigeria",NA,NA,NA,NA,NA
"1068","INWF","PI226096","PI226096","IS3121",NA,"K.50188;S.Verticilliflotrum;susu;K.50188","Gates",NA,NA,0.1248159073,0.03737629474,1.442452,3,"Landrace","Weedy","United States,Kenya",NA,NA,NA,NA,NA
"1069","ISMP","PI22913","PI22913",NA,NA,"CHINESE AMBER","BAP",NA,NA,0.1222598171,0.02014629251,1.237573,15,NA,NA,"China",NA,NA,NA,NA,NA
"1070","INWI","PI229875","PI229875",NA,NA,"RUSTENBURG RED","Gates",NA,NA,0.08189344124,0.01411773703,1.163103,16,NA,"Kafir","Transvaal",NA,NA,NA,NA,NA
"1071","IFLX","PI239439","PI239439",NA,NA,"BIRDPROOF","BAP",NA,NA,0.0859942889,0.0124757219,1.149981,16,NA,"Kafir-durra","Transvaal",NA,NA,NA,NA,NA
"1072","ISJU","PI24969","PI24969",NA,NA,"DWARF YELLOW MILO","Gates","keep",NA,0.1145531674,0.02302408746,1.180229,8,NA,NA,"China",NA,NA,NA,NA,NA
"1073","INLE","PI250583_MN_4125","PI250583",NA,NA,"MN 4125","BAP",NA,NA,0.1305257364,0.01844736658,1.149903,19,NA,"Durra","Egypt",NA,NA,NA,NA,NA
"1074","IDYG","PI251672","PI251672",NA,NA,"MN 4135","BAP",NA,NA,0.1081347122,0.01198715472,1.04197,9,NA,"Bicolor","Former Serbia and Montenegro",NA,NA,NA,NA,NA
"1075","INWK","PI253646","PI253646","IS2179",NA,"IS2179","Gates",NA,NA,0.0826770231,0.01834284052,1.115876,16,"Landrace",NA,"India",NA,NA,NA,NA,NA
"1076","ISNB","PI255239","PI255239",NA,NA,"CAXA","BAP",NA,NA,0.1051838223,0.01653157157,1.111515,8,NA,"Kafir-bicolor","Sonora",NA,NA,NA,NA,NA
"1077","IDWK","PI255744","PI255744",NA,NA,"MN 4466","BAP",NA,NA,0.1531379948,0.01148440979,0.974717,5,NA,NA,"Turkey",NA,NA,NA,NA,NA
"1078","INLI","PI266927_Co.1","PI266927",NA,NA,"CHOLAM","BAP",NA,NA,0.1173306305,0.02102922483,1.161313,2,NA,NA,"India",NA,NA,NA,NA,NA
"1079","INWL","PI267364","PI267364","IS2678",NA,"IS2678","Gates",NA,NA,0.1113775215,0.02797571183,1.292874,4,"Breeding","Kafir","Uganda,India",NA,NA,NA,NA,NA
"1080","INWM","PI267413","PI267413","IS2730",NA,"IS2730","Gates",NA,NA,0.1006514874,0.01733048275,1.095752,1,"Breeding","Caudatum","Uganda,India",NA,NA,NA,NA,NA
"1081","ISIB","SC0602","PI267450","IS2771",NA,"SC 602","BAP",NA,NA,0.08952380424,0.0155991942,1.246383,8,"Breeding","Guinea-kafir","Uganda,India",NA,NA,NA,NA,NA
"1082","INWN","PI267465","PI267465",NA,NA,"Feterita Wad Umm Benein 18/56","Gates",NA,NA,0.1005651623,0.01669628916,1.138152,5,NA,"Durra-caudatum","India",NA,NA,NA,NA,NA
"1083","INWP","PI267472","PI267472",NA,NA,"Wad Yabgo 132/53","Gates",NA,NA,0.1003856347,0.01560243327,1.097848,5,NA,NA,"India",NA,NA,NA,NA,NA
"1084","INWQ","PI267492","PI267492","IS2834",NA,"IS2834","Gates",NA,NA,0.1043489389,0.01564617948,1.020972,5,"Landrace","Guinea-caudatum","Zimbabwe",NA,NA,NA,NA,NA
"1085","INWR","PI267505","PI267505",NA,NA,"Swazi Red DL/59/125","Gates",NA,NA,0.09578854909,0.01502297217,1.126755,5,NA,"Caudatum","South Africa",NA,NA,NA,NA,NA
"1086","JHHU","IS2857","PI267514","IS2857",NA,"Settlers DL/59/1534","Gates",NA,NA,0.08006025846,0.01433955726,1.170917,16,"Breeding","Caudatum","South Africa,India",NA,NA,NA,NA,NA
"1087","INWS","PI267526","PI267526","IS2873",NA,"IS2873","Gates",NA,NA,0.1101769,0.01887326182,1.079529,19,"Landrace","Caudatum","Egypt,India",NA,NA,NA,NA,NA
"1088","INWT","PI267540","PI267540",NA,NA,"Barugan Doki","Gates",NA,NA,0.122127071,0.02357645534,1.203184,2,NA,NA,"Nigeria",NA,NA,NA,NA,NA
"1089","SRR8474623","SRR8474623","PI267614",NA,NA,"Chabeady","TERRA_new",NA,NA,0.3228575766,0.01498035129,1.043039,20,NA,"Guinea,Kafir-caudatum","Ethiopia",NA,NA,NA,NA,NA
"1090","SRR8474811","SRR8474811","PI267643",NA,NA,"Cullubi","TERRA_new",NA,NA,0.467055606,0.01649905111,0.827566,11,NA,"Durra,Kafir-caudatum","Ethiopia",NA,NA,NA,NA,NA
"1091","SRR8474741","SRR8474741","PI267653","IS2757",NA,"Sorghum soroti","TERRA_new",NA,NA,0.192249647,0.02496681263,1.055884,1,"Breeding","Durra","Uganda,Ethiopia",NA,NA,NA,NA,NA
"1092","INWW","PI287583","PI287583",NA,NA,"Feterita Wad Umm Benein","Gates",NA,NA,0.09992469772,0.01672704846,1.132346,5,NA,"Caudatum","Zimbabwe",NA,NA,NA,NA,NA
"1093","INWX","PI299410","PI299410","IS602",NA,"IS602","Gates",NA,NA,0.2986452661,0.01101725497,0.950776,16,"Landrace",NA,"United States,South Africa",NA,NA,NA,NA,NA
"1094","ISGE","PI300654","PI300654",NA,NA,"SK 5912","Gates",NA,NA,0.1099524491,0.02109916491,1.260624,20,NA,NA,"Nigeria",NA,NA,NA,NA,NA
"1095","IFGZ","PI302221","PI302221",NA,NA,"A-6129","BAP",NA,NA,0.1325972631,0.04423889468,1.491488,3,NA,NA,"Soviet Union",NA,NA,NA,NA,NA
"1096","INWY","PI302231","PI302231","IS14206",NA,"IS14206","Gates",NA,NA,0.1308003519,0.04013355967,1.443153,3,"Landrace",NA,"Australia",NA,NA,NA,NA,NA
"1097","INXF","PI329362","PI329362",NA,NA,"Mashila","Gates",NA,NA,0.1068712256,0.0200901923,1.221843,1,NA,NA,"Ethiopia",NA,NA,NA,1500,NA
"1098","SRR8474732","SRR8474732","PI329836","IS11569",NA,"Col. No. R 251; PI 329836; P 271; EC 596701","TERRA_new",NA,NA,0.2732466708,0.0146695504,1.022129,19,"Landrace","Caudatum","Ethiopia",NA,NA,NA,1500,NA
"1099","SRR8474731","SRR8474731","PI329915",NA,NA,"Mashila","TERRA_new",NA,NA,0.4605748125,0.01915297079,0.821757,11,NA,"Durra","Ethiopia",NA,NA,NA,1920,NA
"1100","INXJ","PI330826","PI330826",NA,NA,"Boba","Gates",NA,NA,0.09860184006,0.01558229391,1.029331,5,NA,NA,"Ethiopia",NA,NA,NA,NA,NA
"1101","ISGM","PI34911","PI34911",NA,NA,"F.C.I. 4201","Gates","keep",NA,0.09481052069,0.01864352093,1.144355,5,NA,"Caudatum","Texas",NA,NA,NA,NA,NA
"1102","SRR8474629","SRR8474629","PI383856",NA,NA,"AF-28","TERRA_new",NA,NA,0.2741515183,0.01554712887,1.068572,1,NA,"Caudatum","Brazil",NA,NA,NA,NA,NA
"1103","INMM","PI452542_ETS_2029","PI452542",NA,NA,"ETS 2029","BAP",NA,NA,0.1355144327,0.02036456405,1.115603,18,NA,"Durra","Ethiopia",NA,NA,NA,NA,NA
"1104","INMP","PI452619_ETS_2069","PI452619",NA,NA,"ETS 2069","BAP",NA,NA,0.1022411683,0.02186269368,1.189844,18,NA,"Guinea-durra","Ethiopia",NA,NA,NA,NA,NA
"1105","INMQ","PI452692_ETS_2110","PI452692",NA,NA,"ETS 2110","BAP",NA,NA,0.134195901,0.02221840512,1.194177,18,NA,"Durra","Ethiopia",NA,NA,NA,NA,NA
"1106","IFEC","PI453696","PI453696",NA,NA,"ETS 2612","BAP",NA,NA,0.1213453749,0.03072596413,1.047858,18,NA,"Durra","Ethiopia",NA,NA,NA,NA,NA
"1107","INMR","PI455217_ETS_3455","PI455217",NA,NA,"ETS 3455","BAP",NA,NA,0.1341360862,0.02300199845,1.198454,18,NA,"Durra","Ethiopia",NA,NA,NA,NA,NA
"1108","ISNC","PI455221","PI455221",NA,NA,"ETS 3456","BAP",NA,NA,0.1223325543,0.02774853506,1.044885,18,NA,"Mixed","Ethiopia",NA,NA,NA,NA,NA
"1109","IFLH","PI455307","PI455307",NA,NA,"ETS 3496","BAP",NA,NA,0.1292025737,0.04435488712,1.093848,18,NA,"Durra-bicolor","Ethiopia",NA,NA,NA,NA,NA
"1110","INXM","PI475052","PI475052","IS28389",NA,"IS28389","Gates",NA,NA,0.1370779914,0.02565252113,1.5918,3,"Landrace","Guinea-kafir","Yemen",NA,NA,NA,210,NA
"1111","SAMEA12302697","PI48770","PI48770",NA,NA,"WHITE KAFIR","SAP",NA,NA,0.0706104393,0.01320088764,1.111906,16,NA,"Kafir","Cape Province",NA,NA,NA,NA,NA
"1112","JBPR","PI508366","PI508366",NA,NA,"MA 38","Gates",NA,NA,0.1191405751,0.02165792254,1.321988,4,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1113","JHGM","PI511006","PI511006",NA,NA,"Kanye","Gates","keep",NA,0.08221192649,0.0148999352,1.135275,16,"Cultivar","Durra","Botswana",NA,NA,NA,NA,NA
"1114","IPCH","PI514460","PI514460",NA,NA,"Kinto","Gates",NA,NA,0.2729300989,0.02757134645,1.934612,10,"Cultivar","Guinea","Senegal",NA,NA,NA,NA,NA
"1115","IXQB","PI514517","PI514517",NA,NA,"Bayeri Boderi","Gates",NA,NA,0.1701038717,0.03698173238,2.417459,10,"Cultivar","Guinea","Senegal",NA,NA,NA,NA,NA
"1116","IZLH","PI514587","PI514587",NA,NA,"Bassi Wende","Gates",NA,NA,0.1013310798,0.02304510061,1.177419,17,"Cultivar",NA,"Senegal",NA,NA,NA,NA,NA
"1117","IXQC","PI514600","PI514600",NA,NA,"Bassi Wende","Gates",NA,NA,0.1080095365,0.026498275,1.159536,17,"Cultivar",NA,"Senegal",NA,NA,NA,NA,NA
"1118","IPCJ","PI515666","PI515666",NA,NA,"Tchati","Gates",NA,NA,0.1088007443,0.03170650062,1.176966,4,"Cultivar",NA,"Togo",NA,NA,NA,NA,NA
"1119","INMX","PI521019_Andiwo","PI521019",NA,NA,"Andiwo","BAP",NA,NA,0.1059260302,0.01792634162,1.118481,5,"Cultivar","Durra-caudatum","Kenya",NA,NA,NA,NA,NA
"1120","IFGN","PI521152","PI521152",NA,NA,"Rachar","BAP",NA,NA,0.09648516797,0.01455757303,1.025589,5,"Cultivar","Caudatum","Kenya",NA,NA,NA,NA,NA
"1121","IDWL","PI521280","PI521280",NA,NA,"Muya","BAP",NA,NA,0.1295694487,0.0166214601,0.99448,1,"Cultivar","Durra-bicolor","Kenya",NA,NA,NA,NA,NA
"1122","IDWM","PI521281;3882-JG-0006","PI521281",NA,NA,"Mwee","BAP",NA,NA,0.1696156478,0.01091366236,0.997904,1,"Cultivar","Bicolor","Kenya",NA,NA,NA,NA,NA
"1123","INMY","PI521290_Bishehe","PI521290",NA,NA,"Bishehe","BAP",NA,NA,0.09186132234,0.01664027171,1.133285,16,"Cultivar","Guinea-bicolor","Kenya",NA,NA,NA,NA,NA
"1124","IPCK","PI521703","PI521703",NA,NA,"Tengaramanga","Gates",NA,NA,0.1051078683,0.01721189516,1.171543,7,"Cultivar","Guinea-bicolor","Malawi",NA,NA,NA,NA,NA
"1125","SRR8474631","SRR8474631","PI522160",NA,NA,"Bachara","TERRA_new",NA,NA,0.4859341136,0.02422189529,1.463127,10,"Wild","Guinea","Gambia",NA,NA,NA,NA,NA
"1126","INMZ","PI524475_Nvarkan","PI524475",NA,NA,"Nvarkan","BAP",NA,NA,0.1057733181,0.01756904573,1.10733,19,"Cultivar","Caudatum-bicolor","Sudan",NA,NA,NA,NA,NA
"1127","ISHM","PI525546","PI525546",NA,NA,"Keninke","Gates",NA,NA,0.1070497271,0.02147382517,1.171286,17,"Cultivar",NA,"Mali",NA,NA,NA,NA,NA
"1128","IPCM","PI525747","PI525747",NA,NA,"Sonikoura","Gates",NA,NA,0.1055435151,0.02295354008,1.180761,17,"Cultivar","Guinea-caudatum","Mali",NA,NA,NA,NA,NA
"1129","IPCN","PI525828","PI525828",NA,NA,"Kende Ble","Gates",NA,NA,0.1692118079,0.03530964301,2.418844,10,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1130","ISHW","PI525840","PI525840",NA,NA,"Gadiaba Die","Gates",NA,NA,0.116071054,0.02188560929,1.139723,8,"Cultivar",NA,"Mali",NA,NA,NA,NA,NA
"1131","IPCP","PI526034","PI526034",NA,NA,"Nemaka","Gates",NA,NA,0.08494457705,0.01480148364,1.046374,9,"Cultivar","Guinea","Mali",NA,NA,NA,NA,NA
"1132","ISIE","PI526125","PI526125",NA,NA,"Heme Diguine","Gates",NA,NA,0.1068071681,0.02132788065,1.195252,17,"Cultivar",NA,"Mali",NA,NA,NA,NA,NA
"1133","SAMEA12302481","PI533750","PI533750",NA,NA,"K.3 Perimanjial Irungu Cholam","SAP",NA,NA,0.1393143763,0.01554624437,1.068676,18,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1134","SAMEA12302509","PI533754","PI533754",NA,NA,"SAP-219","SAP",NA,NA,0.1193393754,0.01632679781,1.186833,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1135","SAMEA12302673","PI533755","PI533755",NA,NA,"Feterita Gondal","SAP","keep",NA,0.1127044555,0.01704472596,1.013909,19,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1136","SAMEA12302666","PI533757","PI533757",NA,NA,"Monshal","SAP",NA,NA,0.09173889201,0.01505030104,1.011462,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1137","SAMEA12302663","PI533758","PI533758","IS18684",NA,"IS18684","SAP",NA,NA,0.09186706257,0.01569819567,0.984571,9,"Breeding",NA,"United States",NA,NA,NA,NA,NA
"1138","SAMEA12302643","PI533759","PI533759",NA,NA,"Mugbash 56/56","SAP","keep",NA,0.0812642353,0.01236968746,1.066249,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1139","SAMEA12302561","PI533760","PI533760",NA,NA,"Zera Zera White","SAP",NA,NA,0.1130339221,0.01253533981,1.046229,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1140","SAMEA12302632","PI533761","PI533761",NA,NA,"SAP-230","SAP",NA,NA,0.08732041876,0.01358386276,1.026166,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1141","SAMEA12302650","PI533762","PI533762",NA,NA,"Tambroro 7","SAP",NA,NA,0.08957674184,0.01700505092,1.004878,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1142","ISIM","PI533766","PI533766",NA,NA,"No. 4 Hadoui","Gates","keep",NA,0.09855353346,0.01760641607,1.196218,17,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1143","IZPZ","PI533766","PI533766",NA,NA,"No. 4 Hadoui","GatesRef","keep",NA,0.1006812146,0.01577675325,1.185821,17,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1144","SAMEA12302564","PI533776","PI533776",NA,NA,"KA 3","SAP",NA,NA,0.1088227901,0.01697446787,1.163228,20,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1145","SAMEA12302515","PI533788","PI533788",NA,NA,"SAP-263","SAP",NA,NA,0.1432284033,0.01714569946,1.07022,2,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1146","SAMEA12302655","PI533789","PI533789",NA,NA,"Kodilib","SAP",NA,NA,0.09237971705,0.01405457197,1.056588,9,"Breeding","Guinea-caudatum",NA,NA,NA,NA,NA,NA
"1147","ISIW","PI533797","PI533797","IS12645C",NA,"IS12645C","Gates","keep",NA,0.1060448833,0.02129666572,1.421295,11,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1148","SAMEA12302544","PI533799","PI533799",NA,NA,"SAP-404","SAP","keep",NA,0.09143288551,0.01336961935,1.082996,14,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1149","SAMEA12302656","PI533807","PI533807",NA,NA,"SAP-206","SAP",NA,NA,0.1064491945,0.01765073399,1.057767,9,"Breeding",NA,NA,NA,NA,NA,NA,NA
"1150","ISJE","PI533808","PI533808",NA,NA,"Kaura","Gates",NA,NA,0.08514190757,0.01583823101,1.189504,9,"Breeding",NA,"Nigeria",NA,NA,NA,NA,NA
"1151","SAMEA12302441","PI533810","PI533810",NA,NA,"Karad 2-7-11","SAP",NA,NA,0.1125181063,0.02013003279,1.219265,2,"Breeding",NA,"India",NA,NA,NA,NA,NA
